Date,Open,High,Low,Close,Adj Close,Volume,ticker
2016-03-28,151.8000030517578,153.94000244140625,151.77999877929688,152.6699981689453,135.8708953857422,1767400,COST
2016-03-29,152.77000427246094,155.4600067138672,152.52000427246094,155.25999450683594,138.17591857910156,1655400,COST
2016-03-30,155.91000366210938,158.24000549316406,155.64999389648438,157.60000610351562,140.25845336914062,2642700,COST
2016-03-31,157.9600067138672,159.8000030517578,157.52000427246094,157.5800018310547,140.24063110351562,2692400,COST
2016-04-01,157.8699951171875,159.08999633789062,157.0,158.25,140.8369140625,1531500,COST
2016-04-04,158.67999267578125,158.99000549316406,156.4600067138672,157.72999572753906,140.37413024902344,1458400,COST
2016-04-05,157.88999938964844,158.0,155.72000122070312,155.99000549316406,138.8256072998047,1855600,COST
2016-04-06,155.80999755859375,157.41000366210938,155.22000122070312,156.77000427246094,139.51971435546875,1572600,COST
2016-04-07,154.4199981689453,154.5800018310547,151.47999572753906,152.02999877929688,135.30136108398438,4050100,COST
2016-04-08,152.97999572753906,152.97999572753906,150.9199981689453,151.64999389648438,134.96316528320312,2008500,COST
2016-04-11,151.33999633789062,151.94000244140625,148.97000122070312,149.0500030517578,132.6492919921875,2279000,COST
2016-04-12,149.60000610351562,150.67999267578125,148.50999450683594,150.52000427246094,133.95751953125,2268300,COST
2016-04-13,151.57000732421875,152.0800018310547,150.58999633789062,151.8800048828125,135.1678466796875,2078800,COST
2016-04-14,152.58999633789062,152.91000366210938,151.13999938964844,151.39999389648438,134.74061584472656,2420000,COST
2016-04-15,151.9600067138672,153.80999755859375,151.83999633789062,153.1699981689453,136.31588745117188,2675900,COST
2016-04-18,152.77999877929688,153.7100067138672,152.27000427246094,153.3000030517578,136.43157958984375,1335800,COST
2016-04-19,153.77999877929688,153.89999389648438,152.49000549316406,153.67999267578125,136.76974487304688,1579000,COST
2016-04-20,153.72000122070312,153.88999938964844,152.60000610351562,152.74000549316406,135.93321228027344,1308700,COST
2016-04-21,152.49000549316406,152.74000549316406,150.69000244140625,151.4199981689453,134.75843811035156,2097600,COST
2016-04-22,151.0500030517578,151.80999755859375,149.36000061035156,149.9199981689453,133.42349243164062,2233900,COST
2016-04-25,149.97999572753906,151.67999267578125,149.47000122070312,151.50999450683594,134.8385467529297,1249000,COST
2016-04-26,152.0800018310547,153.4499969482422,151.6699981689453,152.60000610351562,135.8086395263672,1552900,COST
2016-04-27,152.24000549316406,152.50999450683594,150.60000610351562,151.77000427246094,135.46946716308594,1492800,COST
2016-04-28,152.00999450683594,153.64999389648438,151.13999938964844,151.44000244140625,135.17486572265625,2198100,COST
2016-04-29,150.00999450683594,150.97999572753906,147.4600067138672,148.1300048828125,132.2203826904297,3588800,COST
2016-05-02,148.75999450683594,151.4199981689453,147.75,150.92999267578125,134.7196044921875,3361500,COST
2016-05-03,150.0800018310547,152.52999877929688,149.60000610351562,151.41000366210938,135.1480712890625,2201300,COST
2016-05-04,150.1199951171875,152.0,149.44000244140625,151.50999450683594,135.23733520507812,2111600,COST
2016-05-05,148.97999572753906,150.3800048828125,146.3699951171875,147.83999633789062,131.96151733398438,4869300,COST
2016-05-06,147.05999755859375,147.5,144.74000549316406,146.44000244140625,130.71189880371094,3692200,COST
2016-05-09,146.8300018310547,148.97000122070312,146.50999450683594,148.58999633789062,132.63096618652344,2843800,COST
2016-05-10,149.3800048828125,149.97999572753906,148.75,149.55999755859375,133.4967803955078,1943900,COST
2016-05-11,148.38999938964844,148.69000244140625,146.5800018310547,147.1199951171875,131.31887817382812,2812700,COST
2016-05-12,147.32000732421875,147.77000427246094,146.32000732421875,146.72000122070312,130.96180725097656,2860400,COST
2016-05-13,146.3300018310547,146.72000122070312,144.3000030517578,144.5,128.98028564453125,2993600,COST
2016-05-16,144.5,146.5800018310547,143.39999389648438,145.7899932861328,130.13168334960938,2615000,COST
2016-05-17,145.5,146.24000549316406,143.22000122070312,143.60000610351562,128.17689514160156,2928900,COST
2016-05-18,140.17999267578125,141.66000366210938,138.57000732421875,141.2899932861328,126.11500549316406,5717000,COST
2016-05-19,142.4499969482422,143.0800018310547,141.4199981689453,142.6999969482422,127.37360382080078,2830500,COST
2016-05-20,142.72999572753906,143.5,142.02000427246094,142.69000244140625,127.36466217041016,2088400,COST
2016-05-23,142.83999633789062,144.0,141.91000366210938,142.00999450683594,126.7576675415039,1828400,COST
2016-05-24,142.57000732421875,143.47999572753906,142.3800048828125,142.57000732421875,127.2575454711914,2813100,COST
2016-05-25,142.6199951171875,145.67999267578125,142.50999450683594,144.5399932861328,129.01593017578125,4156700,COST
2016-05-26,149.00999450683594,153.8800048828125,147.6999969482422,149.7100067138672,133.6306610107422,7679400,COST
2016-05-27,150.24000549316406,150.77000427246094,148.11000061035156,149.0800018310547,133.06834411621094,3349800,COST
2016-05-31,149.57000732421875,149.8800048828125,147.6300048828125,148.77000427246094,132.7916259765625,3738900,COST
2016-06-01,150.5,153.0,150.32000732421875,152.52000427246094,136.1388397216797,3487300,COST
2016-06-02,150.0500030517578,151.50999450683594,148.5500030517578,151.50999450683594,135.23733520507812,3957600,COST
2016-06-03,150.3000030517578,151.77999877929688,150.27000427246094,151.7100067138672,135.41587829589844,1964200,COST
2016-06-06,151.8300018310547,152.49000549316406,151.7100067138672,152.24000549316406,135.8889923095703,1961600,COST
2016-06-07,152.0800018310547,153.85000610351562,151.89999389648438,152.6199951171875,136.2281036376953,2113000,COST
2016-06-08,152.67999267578125,153.47000122070312,152.0500030517578,153.3699951171875,136.89756774902344,1528300,COST
2016-06-09,153.0,154.13999938964844,152.9199981689453,154.0500030517578,137.5045928955078,1812100,COST
2016-06-10,153.0,155.14999389648438,152.94000244140625,154.8699951171875,138.2364501953125,3266500,COST
2016-06-13,154.75999450683594,155.9600067138672,154.57000732421875,154.9499969482422,138.30789184570312,2576600,COST
2016-06-14,154.5500030517578,156.36000061035156,153.57000732421875,155.8699951171875,139.1290740966797,3274700,COST
2016-06-15,155.6999969482422,156.77999877929688,154.66000366210938,154.86000061035156,138.22755432128906,2228500,COST
2016-06-16,154.86000061035156,156.5,154.11000061035156,156.4199981689453,139.6199951171875,1937400,COST
2016-06-17,157.02999877929688,157.25,155.75999450683594,155.88999938964844,139.14691162109375,2858200,COST
2016-06-20,157.3800048828125,158.3800048828125,156.4499969482422,156.47999572753906,139.67355346679688,2090800,COST
2016-06-21,157.07000732421875,157.89999389648438,156.66000366210938,157.1999969482422,140.31625366210938,1909700,COST
2016-06-22,157.61000061035156,158.4199981689453,157.16000366210938,158.1199951171875,141.137451171875,2094800,COST
2016-06-23,158.60000610351562,158.7899932861328,156.33999633789062,157.02999877929688,140.16445922851562,2912400,COST
2016-06-24,153.16000366210938,157.69000244140625,153.10000610351562,155.55999755859375,138.85240173339844,3996100,COST
2016-06-27,154.24000549316406,154.92999267578125,152.5500030517578,154.25999450683594,137.69198608398438,2790800,COST
2016-06-28,154.66000366210938,155.92999267578125,153.7100067138672,155.60000610351562,138.88809204101562,2156300,COST
2016-06-29,156.44000244140625,157.27999877929688,155.88999938964844,157.0800018310547,140.20912170410156,1942500,COST
2016-06-30,156.9600067138672,157.82000732421875,155.5,157.0399932861328,140.1733856201172,3091100,COST
2016-07-01,157.19000244140625,157.19000244140625,155.39999389648438,156.11000061035156,139.34329223632812,2317200,COST
2016-07-05,156.0800018310547,156.14999389648438,154.6999969482422,155.25,138.57566833496094,2807400,COST
2016-07-06,155.1999969482422,156.5500030517578,154.6699981689453,156.00999450683594,139.25404357910156,2133200,COST
2016-07-07,158.3300018310547,164.16000366210938,158.0,163.6999969482422,146.11810302734375,6497900,COST
2016-07-08,164.83999633789062,166.10000610351562,164.49000549316406,165.44000244140625,147.6712188720703,3932000,COST
2016-07-11,165.05999755859375,167.49000549316406,165.05999755859375,166.72000122070312,148.81375122070312,2634300,COST
2016-07-12,166.49000549316406,166.9199981689453,165.82000732421875,166.27999877929688,148.42098999023438,1642100,COST
2016-07-13,167.0,167.19000244140625,166.02000427246094,166.77999877929688,148.86732482910156,1479800,COST
2016-07-14,167.14999389648438,168.0,166.27999877929688,166.94000244140625,149.01010131835938,2150100,COST
2016-07-15,167.44000244140625,167.44000244140625,165.60000610351562,166.41000366210938,148.53704833984375,1962300,COST
2016-07-18,166.55999755859375,167.86000061035156,165.9199981689453,167.50999450683594,149.51893615722656,1993800,COST
2016-07-19,167.5,168.55999755859375,167.38999938964844,168.1199951171875,150.06336975097656,1487800,COST
2016-07-20,168.25,168.25999450683594,166.9499969482422,168.0399932861328,149.99197387695312,1336900,COST
2016-07-21,167.42999267578125,167.75,166.3000030517578,167.0500030517578,149.10830688476562,1384600,COST
2016-07-22,167.67999267578125,167.6999969482422,166.9600067138672,167.47000122070312,149.48318481445312,1335100,COST
2016-07-25,167.1699981689453,168.1999969482422,166.39999389648438,167.97000122070312,149.9295196533203,1732200,COST
2016-07-26,167.60000610351562,168.82000732421875,166.6999969482422,167.57000732421875,149.5724639892578,1593900,COST
2016-07-27,167.16000366210938,167.5,165.75,166.14999389648438,148.30496215820312,1440000,COST
2016-07-28,166.25999450683594,166.86000061035156,165.8000030517578,166.35000610351562,148.4834747314453,1866500,COST
2016-07-29,166.63999938964844,167.67999267578125,166.3800048828125,167.22000122070312,149.26004028320312,1359700,COST
2016-08-01,167.14999389648438,168.0,166.89999389648438,167.55999755859375,149.5635223388672,986800,COST
2016-08-02,167.07000732421875,167.5399932861328,164.58999633789062,166.5,148.6173553466797,2107300,COST
2016-08-03,165.9199981689453,166.3300018310547,165.10000610351562,166.1199951171875,148.27818298339844,1837100,COST
2016-08-04,166.0399932861328,167.74000549316406,165.88999938964844,166.5500030517578,148.66201782226562,1638300,COST
2016-08-05,166.86000061035156,168.3300018310547,166.0800018310547,167.6999969482422,149.68850708007812,1526500,COST
2016-08-08,167.25,167.5500030517578,166.47000122070312,167.39999389648438,149.4207000732422,1294400,COST
2016-08-09,167.74000549316406,168.60000610351562,166.8800048828125,167.86000061035156,149.831298828125,1286700,COST
2016-08-10,167.44000244140625,168.5,167.0500030517578,168.2899932861328,150.61891174316406,1104300,COST
2016-08-11,169.11000061035156,169.58999633789062,167.3300018310547,167.8800048828125,150.25196838378906,1497800,COST
2016-08-12,167.16000366210938,169.41000366210938,167.16000366210938,169.0399932861328,151.29013061523438,1399100,COST
2016-08-15,169.0399932861328,169.27000427246094,168.58999633789062,168.72999572753906,151.01268005371094,918600,COST
2016-08-16,167.8800048828125,168.8000030517578,167.8800048828125,168.41000366210938,150.726318359375,1023000,COST
2016-08-17,167.4499969482422,168.36000061035156,166.9199981689453,167.9600067138672,150.3235626220703,1382500,COST
2016-08-18,168.4199981689453,168.7100067138672,167.1999969482422,167.75,150.13560485839844,1353400,COST
2016-08-19,167.2100067138672,168.3300018310547,167.10000610351562,168.02000427246094,150.3772430419922,1764800,COST
2016-08-22,168.33999633789062,168.69000244140625,167.6199951171875,167.94000244140625,150.30567932128906,955000,COST
2016-08-23,168.08999633789062,168.4499969482422,167.30999755859375,167.36000061035156,149.78656005859375,1003700,COST
2016-08-24,167.13999938964844,167.8800048828125,166.75999450683594,167.57000732421875,149.97451782226562,1363800,COST
2016-08-25,167.1999969482422,167.41000366210938,164.63999938964844,164.86000061035156,147.549072265625,1817700,COST
2016-08-26,165.38999938964844,165.64999389648438,163.47000122070312,163.92999267578125,146.7167205810547,2009900,COST
2016-08-29,164.47000122070312,164.83999633789062,163.39999389648438,163.97999572753906,146.761474609375,1819200,COST
2016-08-30,164.07000732421875,164.27999877929688,161.74000549316406,161.9600067138672,144.9535369873047,2010700,COST
2016-08-31,161.8699951171875,162.57000732421875,161.14999389648438,162.08999633789062,145.06991577148438,1933200,COST
2016-09-01,159.0,159.0,155.5399932861328,156.2100067138672,139.80735778808594,6038500,COST
2016-09-02,156.80999755859375,159.27999877929688,156.8000030517578,157.97999572753906,141.39149475097656,2679000,COST
2016-09-06,158.1300048828125,158.14999389648438,156.02000427246094,158.05999755859375,141.46310424804688,2716900,COST
2016-09-07,157.63999938964844,157.8699951171875,155.39999389648438,155.63999938964844,139.29718017578125,2984100,COST
2016-09-08,155.19000244140625,155.49000549316406,152.94000244140625,153.47000122070312,137.35507202148438,2993100,COST
2016-09-09,152.58999633789062,152.7899932861328,150.6999969482422,150.6999969482422,134.87591552734375,2993900,COST
2016-09-12,150.5,151.99000549316406,150.25999450683594,151.69000244140625,135.76193237304688,2982400,COST
2016-09-13,151.17999267578125,151.5800018310547,150.07000732421875,150.74000549316406,134.91175842285156,2148600,COST
